Processes, Runtimes (s)
1, 736.293571472168, 737.0942866802216, 735.5175297260284, 739.3102922439575, 739.5581161975861, 736.9531054496765, 737.7334790229797, 735.6266803741455, 739.3151857852936, 735.3527269363403
2, 370.48003911972046, 367.3226811885834, 366.15075278282166, 368.720577955246, 367.7719876766205, 368.0137734413147, 368.6181089878082, 368.12880396842957, 368.6728882789612, 367.36312198638916
5, 149.49971723556519, 149.7080900669098, 149.45071744918823, 148.8714234828949, 149.61127424240112, 149.46119260787964, 149.16143894195557, 148.9453091621399, 149.61758184432983, 149.2231161594391
10, 77.23974657058716, 77.13271021842957, 77.04438400268555, 77.33440971374512, 77.1152617931366, 77.321133852005, 77.21956729888916, 77.34601140022278, 77.13307595252991, 77.21497249603271
15, 53.348053216934204, 53.48887610435486, 53.486061096191406, 53.46216630935669, 53.454602003097534, 53.88533687591553, 53.78724956512451, 53.68875169754028, 53.633052587509155, 53.80236482620239
20, 41.852938413619995, 41.69166398048401, 41.672152280807495, 41.73816227912903, 41.77523899078369, 41.88021445274353, 41.32861876487732, 42.225608587265015, 42.068092823028564, 41.245222330093384
25, 34.777963638305664, 34.27392578125, 34.70881652832031, 34.04554796218872, 34.291768074035645, 34.51704668998718, 34.00176477432251, 34.19276571273804, 34.5119423866272, 36.71297240257263
30, 30.056000471115112, 29.78623628616333, 29.710042476654053, 29.622042655944824, 29.968185663223267, 29.927098989486694, 29.755950212478638, 29.99364972114563, 33.050405740737915, 29.87566828727722
35, 27.565871238708496, 27.174510955810547, 27.165470123291016, 27.94010591506958, 27.183861017227173, 27.049423933029175, 26.962924242019653, 27.116958618164062, 28.469504833221436, 27.51966953277588
40, 42.843737840652466, 42.75209045410156, 42.979042530059814, 42.707443714141846, 42.87197732925415, 42.96374034881592, 42.73070788383484, 42.65036582946777, 42.670893907547, 42.87999749183655
45, 39.971951961517334, 40.44946527481079, 40.03394150733948, 40.2930645942688, 40.03071618080139, 40.030192375183105, 40.13656711578369, 39.94688153266907, 39.846017360687256, 40.040363073349
50, 37.708674907684326, 37.7627534866333, 38.195626974105835, 37.65112233161926, 37.45569467544556, 37.653982162475586, 37.734370946884155, 37.890671730041504, 37.92595839500427, 37.9666485786438
